OTU,Sample,Abundance,alias,month,name,hospital,replicate,HWW,hospital_description,no_of_beds,lat,long,sample_material,DNA_ng_µl,A260.280,plot_name,SSU_counts,Kingdom,Phylum,Class
sp1389,SLMC2,111,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Firmicutes,CFGB2984
sp1390,CGH2,110,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Bacteroidota,CFGB629
sp1466,CGH4,100,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Firmicutes,CFGB10477
sp3332,SLMC2,98,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Verrucomicrobia,Spartobacteria
sp1680,CGH3,95,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Proteobacteria,CFGB7317
sp2902,SLMC1,92,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Chlamydiae,Chlamydiia
sp2944,CGH5,88,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,18.53,1.82,hospital influent,56106,Bacteria,Firmicutes,CFGB10318
sp2337,UST3,79,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Bacteroidota,CFGB668
sp3332,SLMC4,76,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Verrucomicrobia,Spartobacteria
sp2951,CGH5,74,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,18.53,1.82,hospital influent,56106,Bacteria,Spirochaetes,CFGB41322
sp3839,UST4,66,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Proteobacteria,CFGB26270
sp1643,CGH4,63,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Spirochaetes,CFGB13404
sp1061,SLMC5,56,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Proteobacteria,CFGB14846
sp1466,UST4,50,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Firmicutes,CFGB10477
sp1466,UST5,50,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Firmicutes,CFGB10477
sp2453,UST2,48,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Tenericutes,Mollicutes
sp3196,UST3,43,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Bacteroidota,CFGB41867
sp2772,UST1,37,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Verrucomicrobia,CFGB77430
sp1705,SLMC5,34,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Candidatus_Hydrogenedentes,CFGB8426
sp1633,UST6,29,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,16.57,1.96,hospital influent,66752,Bacteria,Spirochaetes,CFGB42821
sp3284,SLMC1,20,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Deinococcus_Thermus,Deinococci
sp3279,SLMC5,14,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Bacteroidota,Cytophagia
sp3509,SLMC5,14,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Firmicutes,CFGB28775
sp1061,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Proteobacteria,CFGB14846
sp1061,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Proteobacteria,CFGB14846
sp1061,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Proteobacteria,CFGB14846
sp1061,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Proteobacteria,CFGB14846
sp1061,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Proteobacteria,CFGB14846
sp1061,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Proteobacteria,CFGB14846
sp1061,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Proteobacteria,CFGB14846
sp1099,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Proteobacteria,Oligoflexia
sp1176,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Firmicutes,CFGB3062
sp1176,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Firmicutes,CFGB3062
sp123,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Firmicutes,Firmicutes_unclassified
sp123,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Firmicutes,Firmicutes_unclassified
sp1273,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Planctomycetota,CFGB80448
sp1273,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Planctomycetota,CFGB80448
sp1273,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Planctomycetota,CFGB80448
sp1273,UST3,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Planctomycetota,CFGB80448
sp1273,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Planctomycetota,CFGB80448
sp1273,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Planctomycetota,CFGB80448
sp1273,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Planctomycetota,CFGB80448
sp1370,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Firmicutes,CFGB2982
sp1370,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Firmicutes,CFGB2982
sp1370,UST6,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,16.57,1.96,hospital influent,66752,Bacteria,Firmicutes,CFGB2982
sp1370,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Firmicutes,CFGB2982
sp1370,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Firmicutes,CFGB2982
sp1370,CGH6,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,22.9,1.86,hospital influent,64583,Bacteria,Firmicutes,CFGB2982
sp1370,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Firmicutes,CFGB2982
sp1370,UST3,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Firmicutes,CFGB2982
sp1370,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Firmicutes,CFGB2982
sp1370,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Firmicutes,CFGB2982
sp1370,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Firmicutes,CFGB2982
sp1373,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Elusimicrobia,Elusimicrobia
sp1373,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Elusimicrobia,Elusimicrobia
sp1373,CGH3,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,36.44,1.81,hospital influent,60900,Bacteria,Elusimicrobia,Elusimicrobia
sp1373,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Elusimicrobia,Elusimicrobia
sp1373,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Elusimicrobia,Elusimicrobia
sp1373,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Elusimicrobia,Elusimicrobia
sp1373,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Elusimicrobia,Elusimicrobia
sp1389,CGH6,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,22.9,1.86,hospital influent,64583,Bacteria,Firmicutes,CFGB2984
sp1389,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Firmicutes,CFGB2984
sp1389,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Firmicutes,CFGB2984
sp1389,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Firmicutes,CFGB2984
sp1389,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Firmicutes,CFGB2984
sp1389,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Firmicutes,CFGB2984
sp1389,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Firmicutes,CFGB2984
sp1389,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Firmicutes,CFGB2984
sp1389,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Firmicutes,CFGB2984
sp1390,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Bacteroidota,CFGB629
sp1390,CGH5,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,18.53,1.82,hospital influent,56106,Bacteria,Bacteroidota,CFGB629
sp1390,CGH6,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,22.9,1.86,hospital influent,64583,Bacteria,Bacteroidota,CFGB629
sp1390,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Bacteroidota,CFGB629
sp1390,SLMC5,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Bacteroidota,CFGB629
sp1390,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Bacteroidota,CFGB629
sp1390,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Bacteroidota,CFGB629
sp1390,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Bacteroidota,CFGB629
sp1390,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Bacteroidota,CFGB629
sp1466,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Firmicutes,CFGB10477
sp1466,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Firmicutes,CFGB10477
sp1466,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Firmicutes,CFGB10477
sp1466,SLMC5,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Firmicutes,CFGB10477
sp1466,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Firmicutes,CFGB10477
sp1466,UST6,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,16.57,1.96,hospital influent,66752,Bacteria,Firmicutes,CFGB10477
sp1466,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Firmicutes,CFGB10477
sp1466,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Firmicutes,CFGB10477
sp1466,CGH5,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,18.53,1.82,hospital influent,56106,Bacteria,Firmicutes,CFGB10477
sp1466,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Firmicutes,CFGB10477
sp1468,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Chloroflexi,CFGB8176
sp1468,SLMC5,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Chloroflexi,CFGB8176
sp1468,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Chloroflexi,CFGB8176
sp1468,UST6,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,16.57,1.96,hospital influent,66752,Bacteria,Chloroflexi,CFGB8176
sp1468,CGH6,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,22.9,1.86,hospital influent,64583,Bacteria,Chloroflexi,CFGB8176
sp1468,UST3,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Chloroflexi,CFGB8176
sp1468,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Chloroflexi,CFGB8176
sp1468,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Chloroflexi,CFGB8176
sp1468,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Chloroflexi,CFGB8176
sp1468,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Chloroflexi,CFGB8176
sp1468,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Chloroflexi,CFGB8176
sp1532,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Proteobacteria,CFGB6783
sp1532,SLMC2,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,25.14,2.3,hospital influent,76756,Bacteria,Proteobacteria,CFGB6783
sp1532,CGH4,0,CGH,6,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,39.53,1.84,hospital influent,71661,Bacteria,Proteobacteria,CFGB6783
sp1532,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Proteobacteria,CFGB6783
sp1532,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Proteobacteria,CFGB6783
sp1532,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Proteobacteria,CFGB6783
sp1532,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Proteobacteria,CFGB6783
sp1532,UST6,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,16.57,1.96,hospital influent,66752,Bacteria,Proteobacteria,CFGB6783
sp1532,UST3,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Proteobacteria,CFGB6783
sp1532,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Proteobacteria,CFGB6783
sp1532,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Proteobacteria,CFGB6783
sp1532,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Proteobacteria,CFGB6783
sp160,UST5,0,UST,7,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,85.43,1.76,hospital influent,59244,Bacteria,Candidatus_Omnitrophica,CFGB8440
sp160,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Candidatus_Omnitrophica,CFGB8440
sp160,UST3,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Candidatus_Omnitrophica,CFGB8440
sp1617,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonetes_unclassified
sp1617,CGH6,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,22.9,1.86,hospital influent,64583,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonetes_unclassified
sp1617,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonetes_unclassified
sp1617,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonetes_unclassified
sp1617,UST3,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,23.08,1.85,hospital influent,55100,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonetes_unclassified
sp1617,SLMC5,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,40.49,1.81,hospital influent,61488,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonetes_unclassified
sp1617,SLMC4,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,42.02,1.87,hospital influent,49907,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonetes_unclassified
sp1617,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonetes_unclassified
sp1617,UST1,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,16.55,1.8,hospital influent,38257,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonetes_unclassified
sp1617,UST4,0,UST,6,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,52.82,1.75,hospital influent,77262,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonetes_unclassified
sp1617,CGH5,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,18.53,1.82,hospital influent,56106,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonetes_unclassified
sp1617,SLMC1,0,SLMC,5,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,23.27,1.96,hospital influent,49234,Bacteria,Candidatus_Cloacimonetes,Candidatus_Cloacimonetes_unclassified
sp1630,SLMC3,0,SLMC,6,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,17.05,1.89,hospital influent,66726,Bacteria,Bacteroidota,CFGB46194
sp1630,CGH2,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,44.44,1.76,hospital influent,70797,Bacteria,Bacteroidota,CFGB46194
sp1630,UST2,0,UST,5,University of Santo Tomas Hospital,UST,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,34.21,1.64,hospital influent,50995,Bacteria,Bacteroidota,CFGB46194
sp1630,SLMC6,0,SLMC,7,St. Lukes Medical Center,SLMC,NO,YES,tertiary hospital,NA,14.6235414,121.0227282,water,14.06,1.99,hospital influent,70670,Bacteria,Bacteroidota,CFGB46194
sp1630,CGH1,0,CGH,5,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6117895,120.9899073,water,32.25,1.88,hospital influent,62494,Bacteria,Bacteroidota,CFGB46194
sp1630,CGH5,0,CGH,7,Chinese General Hospital,CGH,NO,YES,tertiary hospital,NA,14.6261,120.9884419,water,18.53,1.82,hospital influent,56106,Bacteria,Bacteroidota,CFGB46194
